epoch,train_loss,val_loss,val_roc_auc_score
1,0.6405127599136904,0.5293353796005249,0.8079376704985722
2,0.568122812663205,0.5076959729194641,0.8288592385016293
3,0.5354072519694455,0.4998992085456848,0.8397976838730907
4,0.5255393943516538,0.46988990902900696,0.8413315076054305
5,0.5063335546874441,0.4606870412826538,0.8451156471250093
6,0.4986759867751971,0.4540152847766876,0.8536180195098133
7,0.48793623567325994,0.4769170582294464,0.8562770011357725
8,0.4901479324325919,0.4481176733970642,0.8590049782929444
9,0.4718297398649156,0.38232603669166565,0.8519408973664937
10,0.4732765119988471,0.3974681794643402,0.8584370919975799
11,0.466647969733458,0.4789821207523346,0.862603360613105
12,0.4645378433051519,0.4166375696659088,0.8610642295322104
13,0.45387573988409713,0.4330541491508484,0.8657028521691134
14,0.4499821765348315,0.4255259335041046,0.8639142757061428
15,0.4463667655363679,0.4416077435016632,0.8665095691494442
16,0.4458527148235589,0.389182984828949,0.8661062106592788
17,0.44123291329015046,0.4443329870700836,0.8647316073835832
18,0.4339923444786109,0.392092764377594,0.8662017429332654
19,0.43400424922583625,0.41888657212257385,0.8659363755055249
20,0.4367242166190408,0.4039938747882843,0.8652198834506257
21,0.43048255261965096,0.45461487770080566,0.8664564956638964
22,0.4222152154543437,0.4065457880496979,0.8673269008268849
23,0.4218168309307657,0.46230459213256836,0.8628156545552972
24,0.419279734196607,0.3811604082584381,0.870659915719305
25,0.41836738877464086,0.4181106388568878,0.8669129276396099
26,0.412153527373448,0.40710151195526123,0.868659045314142
27,0.41026170749682933,0.3921045958995819,0.8633251600165589
28,0.4026923915371299,0.43116989731788635,0.8648059102633506
29,0.4008268089964986,0.40452173352241516,0.862990797057606
30,0.4023209093720652,0.4655303657054901,0.863404770244881
31,0.39638932480011135,0.4500589370727539,0.8638134360836014
32,0.3965716841048561,0.3971138000488281,0.8610058486981074
33,0.3956860384205356,0.38487493991851807,0.8629483382691675
34,0.39001488813664764,0.4365052282810211,0.8644980840471717
