epoch,train_loss,val_loss,roc_auc_score
0,0.41797092517217,1.3595865964889526,0.8002286956847748
1,0.3531140594432751,0.7675385475158691,0.8352141366425474
2,0.3323613157620033,0.42032095789909363,0.8404191504517677
3,0.32330419557789963,0.5712880492210388,0.8450180582111749
4,0.31753736595312754,0.354531854391098,0.8487546707656932
5,0.31665100989242395,0.4935030937194824,0.8355827990852173
6,0.3181156112502019,0.28973400592803955,0.8542846074057411
7,0.31177485500772795,0.2801603078842163,0.8520976268136318
8,0.31113329127430916,0.28128671646118164,0.8514415326359991
9,0.31328034689029055,0.2948644459247589,0.8527162298953999
10,0.3051620158056418,0.2867986559867859,0.8494545045551682
11,0.3067319353669882,0.9714368581771851,0.8504917582074258
12,0.30298465592165785,0.28733402490615845,0.8482922805833615
13,0.31486526658137637,0.28632867336273193,0.8511166098051712
14,0.2996732427428166,0.285380482673645,0.8515977455354352
15,0.3002373613168796,0.28694117069244385,0.8536722528399505
16,0.2971756568302711,0.2925190031528473,0.8500418650570492
17,0.2952250919491053,0.285800963640213,0.8474299853784726
18,0.2968627905721466,0.2870810031890869,0.850054362089004
19,0.2936952094609539,0.4424454867839813,0.8393818967995103
20,0.2922107042620579,0.29298731684684753,0.844786863120009
21,0.29057937833170094,0.2969217896461487,0.846336495082418
22,0.28580549704531827,46.61556625366211,0.8369512240842799
23,0.2898495486130317,0.2995917499065399,0.8424186755645533
24,0.28687375026444595,0.2995597720146179,0.8440245441707594
25,0.2835622955113649,6.4828200340271,0.8353578525100288
26,0.2831670231372118,22.905616760253906,0.8295592296829504
27,0.2822465167939663,234.47994995117188,0.8309838913258101
28,0.2826506046454112,123.59910583496094,0.8335957710043864
29,0.2855331704268853,286.1340026855469,0.8329834164385959
30,0.2823338263730208,396.8396301269531,0.827590947150052
31,0.27785999899109204,459.1497497558594,0.8313837963483672
32,0.2750224807361762,557.9266967773438,0.8314712755720517
33,0.27683019628127414,863.3584594726562,0.8320148964620903
34,0.27406134774287544,486.16748046875,0.8203801597120685
35,0.27349911237756414,609.7476196289062,0.823723115760007
36,0.2684234767158826,0.34259164333343506,0.833314587785401
37,0.2706835352505247,3223.25537109375,0.8225671403041779
38,0.2727526659766833,2687.097900390625,0.8222609630212825
39,0.26972534144918126,3514.095947265625,0.8216736025194017
40,0.2877608114977678,2657.05078125,0.8240605356227896
41,0.2698047265410423,2592.15380859375,0.8213361826566191
42,0.2687955549731851,2797.27294921875,0.8248884639898024
43,0.26588865560789904,3826.584716796875,0.8224140516627302
44,0.26195610175530115,3315.06103515625,0.8206707157050201
45,0.26162816283603507,3963.705078125,0.8138035966457967
46,0.2605250371620059,3351.974365234375,0.8174121146227771
47,0.26139921707411606,0.3405449390411377,0.8246135292867944
48,14.262874098345637,0.32492735981941223,0.8321992276834251
49,0.30498014472424984,0.33020150661468506,0.831639985503443
