epoch,train_loss,val_loss,roc_auc_score
0,0.40750327515105406,0.3760031461715698,0.7211159077194448
1,0.34535693407058715,0.356637567281723,0.7940862461124263
2,0.3298039871950944,0.345312237739563,0.7857076544585249
3,0.32304612632840873,0.33193790912628174,0.7966102678364202
4,0.3196788661926985,0.3507825434207916,0.8007647495706262
5,0.31880375946561496,0.3323453664779663,0.7936974887434434
6,0.3151259027669827,0.3522743284702301,0.7993257670705103
7,0.3166025372346242,0.32901737093925476,0.807193752030822
8,0.31246290740867455,0.32152244448661804,0.8152358074548578
9,0.31055852726101874,0.3375067114830017,0.8036427145708583
10,0.30729254769782227,0.3272484242916107,0.8127582045211902
11,0.312942356094718,0.34080004692077637,0.7926472636123102
12,0.3045377026001612,0.32790476083755493,0.8066947500348142
13,0.29928561896085737,0.32582026720046997,0.805673536647635
14,0.2965438557912906,0.3289484679698944,0.8177830385740148
15,0.2991034926225742,0.3302149474620819,0.8096829596620713
16,0.29847764243682223,0.3171303868293762,0.8252738708629253
17,0.29525590414802233,0.3213200569152832,0.818467715731328
18,0.3062515818948547,0.3265654742717743,0.8179338996425753
19,0.2948078197116653,0.3245703876018524,0.8142668152067958
20,0.29266413072745007,0.3598497807979584,0.8205391542496402
21,0.29080067393680414,0.33683592081069946,0.8045652880285941
22,0.28808389308551946,0.3298693895339966,0.8114178619505175
23,0.28793546337634324,0.3277207314968109,0.8147135960636865
24,0.28658476342757544,0.35056495666503906,0.8039734484519335
25,0.28567596154908337,0.3750872313976288,0.8115919324142413
26,0.3060053012768428,0.3389677107334137,0.8228833031611197
27,0.30334876706202824,0.3869937062263489,0.80343383001439
28,0.2933629339188337,0.44449084997177124,0.8078958362345077
29,0.28337780237197874,0.4276040494441986,0.8031785266675949
30,0.28230082367857295,0.43022480607032776,0.8136111497934364
31,0.2807046592483918,0.4191429913043976,0.7954033792879358
32,0.27928831522663433,0.45825597643852234,0.794347351808012
33,0.27833517010013265,0.4197819232940674,0.8048496031193426
34,0.2727684753636519,0.44719603657722473,0.802157313280416
35,0.2736068596690893,0.4013891816139221,0.7921946804066287
36,0.27288681191702685,0.4301072061061859,0.7920380169892772
37,0.27329896539449694,0.4086144268512726,0.7965986631388384
38,0.27544032320380213,0.44755247235298157,0.8093406210834145
39,0.2696534415831168,0.4369250237941742,0.7914983985517337
40,0.2694136969000101,0.4217347502708435,0.7832271503504619
41,0.29605731283624964,0.3512956202030182,0.7972427238546164
42,0.29274358101189135,0.3549492061138153,0.8015712760525462
43,0.28430846765637396,0.3656008541584015,0.8010432623125842
44,0.2786708417038123,0.37444955110549927,0.7847096504665086
45,0.27341479301452637,0.39052891731262207,0.808029290256696
46,0.2865462518359224,0.3814607262611389,0.7989486143991088
47,0.27333649165928364,0.4264274835586548,0.7790697674418604
48,0.2681467546274265,0.465531587600708,0.7893747388943044
49,0.2644633747140567,0.48199090361595154,0.7719821983939098
