epoch,train_loss,val_loss,val_roc_auc_score
1,0.5614457428746961,0.5511943697929382,0.8413845810909786
2,0.48221623923797197,0.4697223901748657,0.8525937012387351
3,0.45797172492031013,0.44194960594177246,0.8497011962763642
4,0.4387729834845388,0.4374404549598694,0.8511607171289367
5,0.4234135959537995,0.4386264383792877,0.8601991317177764
6,0.4110660714820873,0.4348475933074951,0.8594932543599868
7,0.39164009353477663,0.4551456868648529,0.8601407508836736
8,0.37960048419388775,0.39871886372566223,0.8575773015317008
9,0.36064053810914204,0.4136243462562561,0.8587077667738752
10,0.34485177611184914,0.43428051471710205,0.8584636287403538
11,0.32568540428482623,0.3909109830856323,0.8540479147427529
12,0.3048519327755427,0.5536959767341614,0.8539523824687663
13,0.2860164769037596,0.4504234790802002,0.8472492012440425
14,0.2668838270387654,0.4311769902706146,0.853071362608668
15,0.24330602850903504,0.4771566092967987,0.8456941481174836
