epoch,train_loss,val_loss,val_roc_auc_score
1,0.6490758373512058,0.5464611649513245,0.815411235309076
2,0.5729054138651044,0.47588440775871277,0.8380709144581909
3,0.5446493710119893,0.48118117451667786,0.8480601899454928
4,0.5284271702522368,0.46607956290245056,0.8594204340663593
5,0.5080075276883569,0.49137112498283386,0.8649817019912215
6,0.49921628856283473,0.40018174052238464,0.8698740698972879
7,0.48988608505547515,0.43711206316947937,0.869221754176479
8,0.48203826279152096,0.4044977128505707,0.8683096177872125
9,0.4747410068127114,0.45605143904685974,0.8694484062489635
10,0.4708497293117478,0.4675714075565338,0.8685417979590259
11,0.46311616850650217,0.49577686190605164,0.868480988866408
12,0.4604222099846742,0.4119914174079895,0.8698022046060123
13,0.4593161754603461,0.43027061223983765,0.8698851260959457
14,0.4486443498355197,0.38456180691719055,0.8705374418167546
15,0.45037145243854976,0.4406124949455261,0.8698298451026568
16,0.4496422923338695,0.40569746494293213,0.8714772187026656
17,0.43706820658811435,0.37318089604377747,0.8707088128959501
18,0.44069423021997994,0.45178768038749695,0.871864185655688
19,0.4368587050029612,0.47573021054267883,0.8710404988556835
20,0.43242732277066687,0.43643975257873535,0.8694318219509769
21,0.42794084320152836,0.4009837806224823,0.8717978484637412
22,0.4229676329831439,0.4149881601333618,0.872096365827501
23,0.4202956205277931,0.38221102952957153,0.8704655765254791
24,0.42215671296429447,0.3944236934185028,0.8718862980530034
25,0.41904719449638383,0.43642163276672363,0.8673422004046568
26,0.4182194988793275,0.4182836711406708,0.8721627030194479
27,0.41506333678491475,0.46496474742889404,0.8683096177872125
28,0.41290114432807984,0.45287466049194336,0.8633398564905413
29,0.39990646292374826,0.4395376145839691,0.8712063418355501
30,0.406515397542105,0.4570958614349365,0.8700730814731279
31,0.40436047890524224,0.42237117886543274,0.8638429135294703
32,0.40063867166521044,0.4083399176597595,0.8691720012825189
33,0.3959587879302933,0.43060415983200073,0.8661536590489458
34,0.39801247318194605,0.45011308789253235,0.8664742888100214
35,0.39472478657491566,0.47340765595436096,0.8608135150972392
36,0.39073777093192724,0.4396098554134369,0.8633730250865147
