epoch,train_loss,val_loss,roc_auc_score
0,0.3956267108519872,0.359342098236084,0.8146586800440878
1,0.3474882227058212,0.339414119720459,0.8367566620999393
2,0.33723941596845786,0.3404032588005066,0.8365557947650883
3,0.3230287106335163,0.3376922905445099,0.8358862369822516
4,0.31785887040197847,0.33285853266716003,0.840686451240742
5,0.3172301095724106,0.33911260962486267,0.8402332121262064
6,0.31289900071918963,0.33259347081184387,0.841860752582948
7,0.31178038333853086,0.32733139395713806,0.8454454619433658
8,0.31083409470816453,0.3407883048057556,0.8460892675037857
9,0.31086594698329767,0.3561400771141052,0.8356647678694671
10,0.30743346638977526,0.3714788854122162,0.8440239392659588
11,0.30430260121822356,0.3325192928314209,0.8472481175125413
12,0.3122971679270268,0.33073291182518005,0.8424633545875008
13,0.2986634790400664,0.32563620805740356,0.8472584184015081
14,0.2985644830018282,0.3307030498981476,0.8431123105924041
15,0.29807939228912195,0.33371204137802124,0.8442557092677099
16,0.2923585614810387,0.3324088454246521,0.8439466825987082
17,0.2905506634960572,0.33528104424476624,0.8457647895013339
18,0.2883427089949449,0.33727309107780457,0.8496636759752366
19,0.2886065435161193,0.3607034683227539,0.8322139700656166
20,0.288402030368646,0.3380780816078186,0.8404289290165741
21,0.28290156612793604,0.34140312671661377,0.8315289609493299
22,0.28267338623603183,0.3515951931476593,0.8396409110106202
23,0.2817571716258923,0.3278162479400635,0.8462437808382863
24,0.2812029717862606,0.33484554290771484,0.8441836030449428
25,0.2820305126408736,0.34621500968933105,0.8334758289640396
26,0.2766518859813611,0.3299160301685333,0.84764470173776
27,0.274737612058719,0.329755038022995,0.8481236930747124
28,0.28361922333637873,0.374321848154068,0.8386159725584318
29,0.27876241902510324,0.3312043249607086,0.8422212836967831
30,0.2726716983690858,0.32822489738464355,0.8466661172859218
31,0.2730991162111362,0.330778032541275,0.8456411788337334
32,0.26963939880331356,0.34945356845855713,0.8347788914183294
33,0.42195995735625424,0.38633379340171814,0.753976143141153
34,0.7544936598837375,0.34718596935272217,0.820666673533926
35,0.2964114032437404,0.3449436128139496,0.826105542908353
36,0.28635458464423813,0.36107560992240906,0.8206306204225425
37,0.27845707414050896,0.34199437499046326,0.8315135096158799
38,0.2763010404755672,0.3541640043258667,0.8293142698214856
39,0.2713078972448905,0.3390871286392212,0.8358347325374179
40,0.26773541564742726,0.3307250142097473,0.8414487170242791
41,0.2649885507673025,0.3416433334350586,0.8404495307945076
42,0.2864814908305804,0.33029547333717346,0.8402023094593063
43,0.6537998965134223,0.35920071601867676,0.8377197952183273
44,0.28476895655194917,0.33455654978752136,0.843297726593805
45,0.34365730409820877,0.33405157923698425,0.8443561429351354
46,0.27057484899957973,0.3367309868335724,0.8403207696824235
47,0.26930879758050047,0.33359280228614807,0.8469751439549233
48,0.26469864779462415,0.3503713309764862,0.8440548419328588
49,0.25972684286534786,0.3356749713420868,0.8415311241360129
