epoch,train_loss,val_loss,roc_auc_score
0,0.39959099421898525,0.35194671154022217,0.8115466675158424
1,0.34499903619289396,0.3586263656616211,0.8187381248076087
2,0.3355510138471921,0.3454977869987488,0.814141960959144
3,0.3259779906272888,0.33482491970062256,0.8264390875606366
4,0.322014489620924,0.32414236664772034,0.839479242959802
5,0.3144068026045958,0.35049325227737427,0.8426318080013585
6,0.310000634988149,0.3384765088558197,0.8429237121718731
7,0.3004189941038688,0.3170458972454071,0.8458905200140113
8,0.2980323355148236,0.32230904698371887,0.8388105170418962
9,0.28920116161306697,0.3247084319591522,0.8382214013523124
10,0.28765885484715303,0.3321128785610199,0.8409865299493678
11,0.2811132654796044,0.3235386312007904,0.8413686590453141
12,0.2737718848635753,0.3390772342681885,0.8356738740460041
13,0.2661072751134634,0.34715887904167175,0.8365283571633283
14,0.2584684992084901,0.3380061388015747,0.8360560031419504
15,0.2551315997292598,0.39265480637550354,0.8292785190374593
16,0.2468889487038056,0.3494507670402527,0.827755310002229
17,0.23627936569352945,0.3427574336528778,0.8216306297699796
18,0.23179594486951827,0.331853985786438,0.829894171469817
19,0.22634406444927058,0.35336336493492126,0.8311785498200809
20,0.2175493841494123,0.3623810112476349,0.8238968676028829
21,0.20778721389671168,0.34512948989868164,0.8156598626458194
22,0.2001235602175196,0.3850451111793518,0.8185046014711971
23,0.18852456255505481,0.3498825132846832,0.8287902429704168
24,0.18288878246520957,0.3747880458831787,0.808086276258107
25,0.17755500012387831,0.6579210758209229,0.8231750681994289
26,0.16708760862549146,0.46264031529426575,0.822559415767071
27,0.15315853568104407,0.39946067333221436,0.8150654396076807
28,0.14737708459918697,0.4229317903518677,0.8096147926418921
29,0.14366083109751343,0.41020992398262024,0.8082401893661963
30,0.13798858270669978,0.453305721282959,0.8048222568968995
31,0.13071560616915426,0.47002413868904114,0.8134254689042448
32,0.1253256624440352,0.4771605432033539,0.8010009659374369
33,0.10957155462664862,0.5140758752822876,0.796696706259487
