epoch,train_loss,val_loss,auc_score
1,0.7372030977408092,0.43171143531799316,0.5568398087545838
2,0.4575254726409912,0.37412476539611816,0.7313338439400269
3,0.41141664336125056,0.3511272370815277,0.7651035139024277
4,0.3790673875808716,0.3431466817855835,0.7721069488929118
5,0.3766365781923135,0.34085458517074585,0.7781994151232419
6,0.3715617718050877,0.3385750949382782,0.7797080258088473
7,0.3609058280289173,0.3370305299758911,0.7843208930975258
8,0.3587437984844049,0.33405300974845886,0.7888525275031333
9,0.34890192473928133,0.33186668157577515,0.7916202478763403
10,0.34340811471144356,0.3302083909511566,0.7946316668987607
11,0.34538756946722665,0.32867440581321716,0.7974283990159217
12,0.3378779965142409,0.32841670513153076,0.7982871466369585
13,0.3352324266731739,0.3266337513923645,0.8020238592582277
14,0.33341827424863973,0.32604047656059265,0.8027201411131225
15,0.3298371931910515,0.32811635732650757,0.8037181451051387
16,0.3277842846016089,0.326509565114975,0.8058127930186139
17,0.32627875929077466,0.32282570004463196,0.8063582138049481
18,0.32744237179557484,0.323465496301651,0.8049482430487861
19,0.3226342951754729,0.32376813888549805,0.8065090748735089
20,0.3223037056873242,0.3231278657913208,0.8073736248433365
21,0.31851378954946996,0.32255250215530396,0.8071357285429142
22,0.320462865109245,0.3240603804588318,0.8061899456900152
23,0.3180511861046155,0.32216769456863403,0.8063175973634128
24,0.3179513688882192,0.32339054346084595,0.8068746228473285
25,0.3183580510566632,0.32306143641471863,0.8090040848535488
26,0.3187334655970335,0.3228803873062134,0.8088764331801512
27,0.31545907907187937,0.3248136639595032,0.8091375388757369
28,0.316551031495134,0.32342374324798584,0.8100020888455648
29,0.31250340881447,0.32105952501296997,0.8094218539664856
30,0.3122324437648058,0.32265180349349976,0.8090911200854105
31,0.31238980223735174,0.32313287258148193,0.8093406210834145
32,0.3087041676789522,0.32199788093566895,0.8088416190874066
33,0.3107809689392646,0.3226664662361145,0.8085631063454487
34,0.3113625553747018,0.3242332935333252,0.8091085271317828
35,0.30967288156350453,0.3216589093208313,0.8088996425753144
36,0.3087395279854536,0.3246954083442688,0.8087719909019171
37,0.30851623309155307,0.3234054148197174,0.8085573039966579
38,0.3092324676613013,0.32498374581336975,0.8089750731095948
39,0.30733707430462043,0.32524213194847107,0.8094276563152765
40,0.30880185201764104,0.3244785666465759,0.809636540871745
41,0.30343262411653993,0.32258132100105286,0.8089982825047579
42,0.3062921073039373,0.32400089502334595,0.8092825975955066
43,0.3043254915624857,0.32439109683036804,0.8100659146822633
44,0.30105059708158177,0.32416024804115295,0.8073794271921273
45,0.3030126403023799,0.3233737349510193,0.8088068049946618
46,0.29991566722591717,0.32123249769210815,0.808336814742608
47,0.30101266694565615,0.32249143719673157,0.808882235528942
48,0.30308412965387105,0.3277185559272766,0.8089808754583856
49,0.3018918363749981,0.3263958692550659,0.8067527735227221
50,0.3017808171113332,0.3235171437263489,0.8095669126862555
51,0.29924387581646444,0.321241557598114,0.810466276748828
52,0.2973806648204724,0.32153406739234924,0.8101123334725897
53,0.29899601156512895,0.3244049847126007,0.8088880378777329
54,0.297693113386631,0.3240973651409149,0.810657754258924
55,0.2960927743713061,0.32339173555374146,0.8086327345309383
56,0.29549190506339074,0.32486748695373535,0.8090447012950842
57,0.2963289067397515,0.3241303861141205,0.808580513391821
58,0.2955524954696496,0.3232877254486084,0.8104488697024557
59,0.2925961517790953,0.32149291038513184,0.8112263844404215
60,0.29525421544909475,0.3215031325817108,0.8110058951863715
61,0.29542226148148376,0.3259376585483551,0.8119922944808059
62,0.29367501686016717,0.32262182235717773,0.8106693589565056
63,0.2932744130988916,0.3221619725227356,0.8102922062851041
64,0.2905321864535411,0.3227386176586151,0.8114990948335885
65,0.2913559184471766,0.3251120150089264,0.8108144176762754
66,0.2916607153167327,0.3229990005493164,0.810379241516966
67,0.2891744873424371,0.3236786425113678,0.8112960126259109
68,0.29077105653782687,0.3235877454280853,0.8117021770412662
69,0.2901119218269984,0.32429197430610657,0.810936267000882
70,0.2895916097362836,0.32365524768829346,0.8095727150350461
71,0.28702109078566235,0.3227730691432953,0.8118414334122452
72,0.2855570834875107,0.32639679312705994,0.8106287425149701
73,0.2860449836899837,0.3254711329936981,0.8092303764563895
74,0.2896654760092497,0.3244357705116272,0.8104488697024556
75,0.2843978051096201,0.3216119408607483,0.8124274706401152
76,0.28725950547804435,0.32402303814888,0.8109826857912082
77,0.28251691746215024,0.3226604163646698,0.8110465116279071
78,0.28328368326028186,0.3286552131175995,0.8103212180290582
79,0.2827688527852297,0.3226882517337799,0.8114178619505175
80,0.283511639063557,0.3287094831466675,0.8114410713456807
81,0.280153247838219,0.3262067139148712,0.810129740518962
82,0.2814566378792127,0.32683265209198,0.8095727150350461
83,0.28064364977180956,0.3277462124824524,0.8101413452165437
84,0.27890004612505437,0.32544922828674316,0.8091781553172723
85,0.27876676092545194,0.3290400803089142,0.8098860418697489
86,0.2790881889561812,0.32698026299476624,0.808638536879729
87,0.2783223604907592,0.3273749351501465,0.8086211298333565
88,0.2778747512896856,0.32527393102645874,0.8080989184421854
89,0.2766045068949461,0.3303306996822357,0.8098686348233765
90,0.27765511653075614,0.3271280825138092,0.8091607482709
91,0.27724469592173895,0.3295125663280487,0.810634544863761
92,0.27620191166798275,0.3268270492553711,0.8089750731095948
93,0.27425936445593835,0.32965087890625,0.8070602980086338
94,0.27829325444996356,0.3271895945072174,0.8073097990066379
95,0.2720213597516219,0.32934683561325073,0.8089112472728961
96,0.27248957129816215,0.3299930989742279,0.810965278744836
97,0.27115562828878564,0.3290376663208008,0.8093348187346238
98,0.2749170143902302,0.3258134126663208,0.806863018149747
99,0.27313940818111104,0.3290584087371826,0.8078378127465997
100,0.2720485483109951,0.3292308449745178,0.808412245276888
