epoch,train_loss,val_loss,auc_score
1,0.5937519371509552,0.5759015679359436,0.43953378176536634
2,0.47327919453382494,0.43887102603912354,0.5813873237260376
3,0.42337909852464994,0.4306969940662384,0.6747236786534678
4,0.41071533391873044,0.41649213433265686,0.7219841572327691
5,0.3891914533575376,0.3958953320980072,0.7506978852274951
6,0.37471320658922197,0.3894394636154175,0.7693733969241546
7,0.3682750637580951,0.38156792521476746,0.779957560337457
8,0.36482227516671023,0.387012243270874,0.7841963761472616
9,0.35880817179878555,0.3716994524002075,0.7910722195325457
10,0.35575089434782664,0.37030237913131714,0.793688645330092
11,0.3517744383464257,0.3707185685634613,0.7952131768971662
12,0.3531340078016122,0.3680816888809204,0.7993386829283367
13,0.34626455013950663,0.36862239241600037,0.8002812142687914
14,0.3472377251088619,0.38102850317955017,0.7989987535924351
15,0.3449621147910754,0.368383526802063,0.802269285839368
16,0.3403197532147169,0.3640483021736145,0.8002348602684412
17,0.33784683781365554,0.3604651987552643,0.8047157469689633
18,0.33968279004096985,0.3613823652267456,0.8050505258603817
19,0.3365065262715022,0.36049750447273254,0.8033817818477735
20,0.3330368132640918,0.3648175895214081,0.8038298705178256
21,0.3339100120216608,0.36489883065223694,0.8023671442845517
22,0.3333728601038456,0.36136582493782043,0.8065853583164229
23,0.3327436008801063,0.37761297821998596,0.8030212507339383
24,0.33125070224205655,0.36643895506858826,0.8064359954264053
25,0.32717519481976826,0.3676738440990448,0.8016872856127483
26,0.32804400528470673,0.36426717042922974,0.8046333398572295
27,0.3263492512702942,0.37511885166168213,0.8041285962978605
28,0.3224030899753173,0.37190425395965576,0.8059467032004863
29,0.3230087917794784,0.3597677946090698,0.8057921898659854
30,0.32225673958659173,0.36487412452697754,0.8027431267318369
31,0.32269713322321575,0.36268264055252075,0.8059106500891028
32,0.3193055450419585,0.3744177222251892,0.8042882600768446
33,0.32043078579008577,0.36102399230003357,0.8038247200733423
34,0.31986357738574345,0.3644210696220398,0.8041388971868272
35,0.3158107580741247,0.3675132691860199,0.8038556227402425
36,0.3161717243740956,0.367768794298172,0.8045715345234293
37,0.31309757473568123,0.3611814081668854,0.8047311983024135
38,0.31431168583532176,0.36406534910202026,0.8020066131707168
39,0.314478927453359,0.3647897243499756,0.8025937638418195
40,0.31239274581273396,0.36892062425613403,0.8061269687574038
41,0.31286832119027774,0.36994826793670654,0.8019396573924329
42,0.31029697696367897,0.3667832911014557,0.8064102432039885
43,0.31066773407161236,0.3662872016429901,0.805112331194182
44,0.31047392887373765,0.3689677119255066,0.80604456164567
45,0.3061880482236544,0.36196279525756836,0.8016100289454982
46,0.3056422863403956,0.3654864728450775,0.8051123311941819
47,0.306912747596701,0.3708452880382538,0.8026555691756199
48,0.30885863075653713,0.36859914660453796,0.8024237991738686
49,0.30546076484024526,0.3661130666732788,0.8013010022764965
50,0.30475847599407035,0.37396684288978577,0.8050196231934815
51,0.3077194511766235,0.3632431924343109,0.8045251805230791
52,0.3044151967267195,0.3636235296726227,0.8059930572008364
53,0.30157668896019457,0.36197900772094727,0.8054883136414672
54,0.3010262680053711,0.3727768063545227,0.8050299240824483
55,0.3013581646606326,0.3777121603488922,0.8045869858568794
56,0.29839014540115993,0.36615732312202454,0.8066059600943561
57,0.3024155671149492,0.36413148045539856,0.8028049320656371
58,0.2972476677844922,0.37034687399864197,0.804566384078946
59,0.2983105232566595,0.37160858511924744,0.8061115174239537
60,0.29641696649293103,0.3616347014904022,0.8042161538540775
61,0.29571091033518315,0.38188326358795166,0.801898453836566
62,0.29552982228497665,0.3637130856513977,0.8017593918355153
63,0.29899434400101504,0.3651914894580841,0.8024109230626602
64,0.2963330007592837,0.36663326621055603,0.8035517465157243
65,0.29464069227377576,0.37056514620780945,0.8031963658463726
66,0.29744610471030075,0.3677080273628235,0.8003121169356914
67,0.29204465975364047,0.38188087940216064,0.8038607731847258
68,0.2934594414010644,0.36939236521720886,0.8066626149836731
69,0.28759848843018215,0.373607337474823,0.7988442402579342
70,0.2911996093144019,0.37241899967193604,0.8010486304968119
71,0.29250462698439755,0.37220799922943115,0.8055295171973341
72,0.2925174593056242,0.3640143871307373,0.8056737296428682
73,0.2867554616679748,0.3644353449344635,0.8009456216071448
74,0.28599396888166667,0.37837743759155273,0.8016100289454979
75,0.28682772055268285,0.3640269637107849,0.8030367020673883
76,0.2834553309281667,0.37480923533439636,0.8033148260694898
77,0.28404827977220215,0.3761587142944336,0.8014864182778972
78,0.2863474774857362,0.3759261965751648,0.8015945776120479
79,0.2853185084213813,0.36969998478889465,0.7991017624821022
80,0.284998793254296,0.37877973914146423,0.8020066131707166
81,0.28111999476949373,0.3787722885608673,0.7991069129265855
82,0.2804567179332177,0.36931735277175903,0.8008838162733444
83,0.28316478606313467,0.3799285292625427,0.8011876924978626
84,0.2812497266381979,0.37004029750823975,0.7999773380442733
85,0.28058697693049905,0.37405386567115784,0.7987154791458503
86,0.2799780214081208,0.37172091007232666,0.8000339929335901
87,0.27882977013786636,0.3789224922657013,0.8007293029388436
88,0.2845491574456294,0.3702854812145233,0.801079533163712
89,0.27900060524543124,0.36828383803367615,0.7997661698204556
90,0.27457845229655503,0.37679362297058105,0.7984322046992656
91,0.27744940074781577,0.37593796849250793,0.7984219038102988
92,0.2739173176015417,0.3762917220592499,0.8006417453826266
93,0.27397087814907234,0.3746039867401123,0.7974845229143275
94,0.27648394224544365,0.37212303280830383,0.7990348067038184
95,0.26803677156567574,0.38127365708351135,0.7970570360222086
96,0.2715374210228523,0.37207260727882385,0.798179832919581
97,0.2709275405605634,0.3764745593070984,0.793760751552859
98,0.2702038301403324,0.37346896529197693,0.7981334789192308
99,0.2724030691385269,0.3794139623641968,0.7987206295903336
100,0.2690335886925459,0.3713308274745941,0.7981849833640643
