epoch,train_loss,val_loss,val_roc_auc_score
1,0.6523681159677177,0.5565637350082397,0.8305964833352079
2,0.5744321735654297,0.46558406949043274,0.839188192804209
3,0.5400948137387462,0.49877017736434937,0.846105299991252
4,0.5180985982390656,0.43524736166000366,0.8498356640297929
5,0.5048983380255572,0.440084844827652,0.8528599457628814
6,0.49626939404056447,0.4286620318889618,0.8586523200739824
7,0.48225763491515455,0.4864841103553772,0.8587335507816893
8,0.48039561355936117,0.42175209522247314,0.8615141403916571
9,0.47665815186683247,0.4342266619205475,0.8619390394781239
10,0.4700717124445685,0.47177550196647644,0.8619577850260564
11,0.4619037761313705,0.44066572189331055,0.8624764118521853
12,0.4576188873114257,0.4595712721347809,0.862788837651058
13,0.45620587736482365,0.4352027475833893,0.8589897399367651
14,0.45664048172048227,0.44635361433029175,0.8633637011209838
15,0.4519475670495709,0.4179355204105377,0.8635574051162849
16,0.4484864047717774,0.45238953828811646,0.8651070370786937
17,0.4392077193463442,0.3859020173549652,0.8625638910758695
18,0.4395344758627515,0.42712825536727905,0.8602894312600758
19,0.43856928825835156,0.4360288381576538,0.8615266374236119
20,0.4408024323397669,0.4870551526546478,0.8640822804583911
21,0.43336033124576584,0.4299106299877167,0.8621015008935378
22,0.42735368963973275,0.3967167139053345,0.8607080818305652
23,0.4243272893501881,0.4425598978996277,0.8627326010072609
24,0.43064864122547863,0.37476837635040283,0.8627638435871481
25,0.42170078812659473,0.4018893837928772,0.8645009310288806
26,0.40866519288084974,0.41492804884910583,0.8578587585448457
