epoch,train_loss,val_loss,val_roc_auc_score
1,0.6584371597159142,0.5344554781913757,0.7707201875319128
2,0.562577051859276,0.5157927870750427,0.7850926054867009
3,0.5334497846809088,0.4446105659008026,0.7959429977254792
4,0.5179644626729628,0.49572229385375977,0.8105533119806898
5,0.50295716325442,0.45656755566596985,0.8136111497934364
6,0.4970331837149227,0.46365734934806824,0.8188564731003112
7,0.4845690201310551,0.42228710651397705,0.8189086942394281
8,0.48006315733872207,0.44296520948410034,0.8261326184839624
9,0.474398014124702,0.4688768982887268,0.8297648888269972
10,0.462917689482371,0.4672901928424835,0.8315926286960962
11,0.4585388739903768,0.48176220059394836,0.8302696931717959
12,0.453550587682163,0.41963720321655273,0.8303683331012394
13,0.4479834278424581,0.4501533806324005,0.8341340574664624
14,0.44986126919587455,0.4377706050872803,0.8326196444320662
15,0.4416464849429972,0.48433583974838257,0.8315462099057698
16,0.4368068503398521,0.5315548777580261,0.8334145662164044
17,0.43569346344938464,0.5096215605735779,0.8300666109641183
18,0.43212898250888376,0.4363262951374054,0.8326370514784384
19,0.427430806907953,0.4337918162345886,0.8286508378591655
20,0.4269408026746675,0.4586874544620514,0.8375748502994013
21,0.41981987018211214,0.44530925154685974,0.835172677900014
22,0.4134308456205854,0.4618789851665497,0.8330664252889569
23,0.416233368305599,0.4450171887874603,0.8376792925776354
24,0.4099312951751784,0.4158732295036316,0.8316680592303765
25,0.4079210196055618,0.4210333526134491,0.8337104860047347
26,0.4070939144667457,0.5086888074874878,0.8298345170124867
27,0.4058908864563587,0.4355924427509308,0.8294979807826208
28,0.3944334678205789,0.4812752902507782,0.8326950749663464
29,0.399311377955418,0.4379134476184845,0.8332637051478438
30,0.3984674131753398,0.42460641264915466,0.8334261709139861
31,0.3936766328764897,0.48169195652008057,0.8333507403797056
32,0.3904482326671189,0.4626859724521637,0.8314533723251172
33,0.3886345925868726,0.4443497359752655,0.832509399805041
